,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
2741,116 BT MERAH VIEW Singapore,1.2848700000000002,103.82109,5,14,0,0,0,1,0,0,0,0,7,15,9,23
2751,8 JLN BT HO SWEE Singapore,1.28715,103.83236,5,11,0,0,0,1,0,0,0,0,5,19,9,33
2753,107 JLN BT MERAH Singapore,1.27997,103.82474,4,13,0,0,0,1,0,0,0,0,6,14,9,20
2765,5 TELOK BLANGAH CRES Singapore,1.27851,103.81884,3,11,0,0,0,1,0,0,0,0,6,14,5,24
2778,26 JLN KLINIK Singapore,1.28803,103.82879,4,13,0,0,0,1,0,0,0,0,6,16,9,31
2788,129 BT MERAH VIEW Singapore,1.28384,103.82366,6,13,0,0,0,1,0,0,0,0,9,13,8,19
2813,130 BT MERAH VIEW Singapore,1.2848,103.82406,4,13,0,0,0,1,0,0,0,0,8,13,10,21
2833,60 TELOK BLANGAH HTS Singapore,1.27627,103.81144,1,9,0,0,0,0,0,0,0,0,3,11,3,18
2859,130 KIM TIAN RD Singapore,1.28065,103.82918,4,12,0,0,0,1,0,0,0,0,5,18,8,28
2866,128 BT MERAH VIEW Singapore,1.28304,103.82341,6,13,0,0,0,1,0,0,0,0,8,14,8,20
2889,38 BEO CRES Singapore,1.28844,103.8272,3,12,0,0,0,1,0,0,0,0,8,14,9,34
2894,11 CANTONMENT CL Singapore,1.27466,103.83974,1,6,0,0,0,0,0,0,0,0,4,12,8,24
2911,77 TELOK BLANGAH DR Singapore,1.27396,103.80837,1,5,0,0,0,0,0,0,0,0,2,11,3,16
2921,55 TELOK BLANGAH DR Singapore,1.27413,103.81166,1,7,0,0,0,0,0,0,0,0,3,11,3,16
2936,26D JLN MEMBINA Singapore,1.28194,103.825,5,14,0,0,0,1,0,0,0,0,9,15,11,21
2958,26C JLN MEMBINA Singapore,1.28272,103.82495,6,14,0,0,0,1,0,0,0,0,9,15,11,20
2978,27 LIM LIAK ST Singapore,1.28526,103.83082,4,12,0,0,0,1,0,0,0,0,6,18,11,32
2980,29 LIM LIAK ST Singapore,1.28524,103.83038,4,12,0,0,0,1,0,0,0,0,6,18,11,32
2982,46 SENG POH RD Singapore,1.28383,103.83165,2,11,0,0,0,1,0,0,0,0,5,19,8,29
2985,59 TELOK BLANGAH HTS Singapore,1.27516,103.81346,2,8,0,0,0,0,0,0,0,0,3,11,4,19
2990,54 LENGKOK BAHRU Singapore,1.28899,103.8138,4,13,0,0,1,1,0,0,0,0,4,14,9,22
2993,106A DEPOT RD Singapore,1.28084,103.81102,3,11,0,0,0,1,0,0,0,0,6,13,7,19
2998,53 LENGKOK BAHRU Singapore,1.289,103.81327,5,13,0,0,1,1,0,0,0,0,4,13,9,23
3003,14 TELOK BLANGAH CRES Singapore,1.2773,103.82055,4,11,0,0,0,1,0,0,0,0,5,13,4,20
3010,54 TELOK BLANGAH DR Singapore,1.27378,103.81152,1,7,0,0,0,0,0,0,0,0,3,11,3,16
3025,112B DEPOT RD Singapore,1.28169,103.80752,3,9,0,0,0,1,0,0,0,0,4,12,7,15
3042,20 JLN MEMBINA Singapore,1.28579,103.82592,3,13,0,0,0,1,0,0,0,0,8,15,9,23
3049,120 KIM TIAN PL Singapore,1.28276,103.8278,4,12,0,0,0,1,0,0,0,0,5,16,8,27
3059,70 REDHILL CL Singapore,1.28669,103.81638,5,12,0,0,1,1,0,0,0,0,5,16,6,24
3068,68 REDHILL CL Singapore,1.28675,103.81622,5,12,0,0,1,1,0,0,0,0,5,16,6,24
3082,69 REDHILL CL Singapore,1.28675,103.81622,5,12,0,0,1,1,0,0,0,0,5,16,6,24
3099,21 JLN MEMBINA Singapore,1.28492,103.82567,3,13,0,0,0,1,0,0,0,0,8,15,10,22
3123,8A BOON TIONG RD Singapore,1.28671,103.83048,4,12,0,0,0,1,0,0,0,0,6,17,10,33
3132,27A JLN MEMBINA Singapore,1.28217,103.82483,5,14,0,0,0,1,0,0,0,0,9,14,11,20
3152,2A BOON TIONG RD Singapore,1.28656,103.833,3,11,0,0,0,1,0,0,0,0,5,19,11,33
3163,50 HOY FATT RD Singapore,1.28769,103.81162,5,13,0,0,1,1,0,0,0,0,5,12,9,23
3171,106B DEPOT RD Singapore,1.2808700000000002,103.81078,3,11,0,0,0,1,0,0,0,0,6,12,6,19
3180,95 HAVELOCK RD Singapore,1.28844,103.83304,3,11,0,0,0,1,0,0,0,0,5,17,9,37
3185,82 REDHILL LANE Singapore,1.2876299999999998,103.81915,7,13,0,0,1,1,0,0,0,0,5,15,7,26
3193,119B KIM TIAN RD Singapore,1.28085,103.82725,5,12,0,0,0,1,0,0,0,0,5,16,10,27
3211,75C REDHILL RD Singapore,1.28892,103.81645,6,11,0,0,1,1,0,0,0,0,5,16,5,26
3227,121 KIM TIAN PL Singapore,1.28246,103.82813,4,12,0,0,0,1,0,0,0,0,5,17,9,28
3235,2C BOON TIONG RD Singapore,1.28683,103.83307,3,11,0,0,0,1,0,0,0,0,5,19,10,33
3242,109 GANGSA RD Singapore,1.37754,103.7677,7,16,0,0,0,0,0,0,0,0,1,1,9,16
3245,142 PETIR RD Singapore,1.37635,103.76766,6,16,0,0,0,0,0,0,0,0,1,1,8,16
3255,251 BANGKIT RD Singapore,1.38048,103.7739,5,13,0,0,0,0,0,0,0,0,1,1,5,11
3265,409 SAUJANA RD Singapore,1.38246,103.76785,9,16,0,0,0,0,0,0,0,0,1,1,10,14
3270,208 PETIR RD Singapore,1.37383,103.7749,3,12,0,0,0,0,0,0,0,0,1,1,2,12
3280,435 BT PANJANG RING RD Singapore,1.38605,103.77052,6,14,0,0,0,0,0,0,0,0,1,1,6,11
3288,412 SAUJANA RD Singapore,1.38281,103.76816,8,16,0,0,0,0,0,0,0,0,1,1,10,14
3297,466 SEGAR RD Singapore,1.3868,103.77314,6,10,0,0,0,0,0,0,0,0,1,1,5,11
3309,140 PETIR RD Singapore,1.37548,103.76876,7,15,0,0,0,0,0,0,0,0,1,1,7,16
3319,123 PENDING RD Singapore,1.37735,103.77061,7,14,0,0,0,0,0,0,0,0,1,1,7,15
3326,402 FAJAR RD Singapore,1.38051,103.76834,8,16,0,0,0,0,0,0,0,0,1,1,10,14
3330,207 PETIR RD Singapore,1.37384,103.77489,3,12,0,0,0,0,0,0,0,0,1,1,2,12
3336,520 JELAPANG RD Singapore,1.38674,103.76643,8,15,0,0,0,0,0,0,0,0,0,1,7,14
3346,523 JELAPANG RD Singapore,1.38713,103.76533,7,16,0,0,0,0,0,0,0,0,0,1,7,14
3353,615 BT PANJANG RING RD Singapore,1.38503,103.76254,7,19,0,0,0,0,0,0,0,0,0,1,9,16
3368,609 BT PANJANG RING RD Singapore,1.38298,103.76207,9,19,0,0,0,0,0,0,0,0,0,1,7,16
3391,404 FAJAR RD Singapore,1.38093,103.76743,9,16,0,0,0,0,0,0,0,0,1,1,10,14
3399,631 SENJA RD Singapore,1.38687,103.75999,8,17,0,0,0,0,0,0,0,0,0,1,6,18
3431,629 SENJA RD Singapore,1.38686,103.75932,8,18,0,0,0,0,0,0,0,0,0,1,4,19
3472,440 FAJAR RD Singapore,1.38343,103.77013,6,15,0,0,0,0,0,0,0,0,1,1,8,13
3479,204 PETIR RD Singapore,1.37322,103.77521,3,10,0,0,0,0,0,0,0,0,1,1,2,12
3486,506 JELAPANG RD Singapore,1.38674,103.76805,8,14,0,0,0,0,0,0,0,0,0,1,6,14
3499,136 PETIR RD Singapore,1.37458,103.76885,7,14,0,0,0,0,0,0,0,0,1,1,5,15
3503,652 SENJA LINK Singapore,1.3874799999999998,103.76361,5,17,0,0,0,0,0,0,0,0,0,1,7,15
3515,620 BT PANJANG RING RD Singapore,1.38597,103.76168,7,18,0,0,0,0,0,0,0,0,0,1,7,16
3528,656 SENJA RD Singapore,1.3878,103.76453,5,15,0,0,0,0,0,0,0,0,0,1,7,14
3540,448 BT PANJANG RING RD Singapore,1.38359,103.77176,6,14,0,0,0,0,0,0,0,0,1,1,6,11
3551,507 JELAPANG RD Singapore,1.38674,103.76766,8,15,0,0,0,0,0,0,0,0,0,1,6,14
3560,625 SENJA RD Singapore,1.38543,103.76045,8,18,0,0,0,0,0,0,0,0,0,1,6,17
3595,623 SENJA RD Singapore,1.38642,103.76227,6,18,0,0,0,0,0,0,0,0,0,1,8,16
3608,610 SENJA RD Singapore,1.38315,103.76123,9,20,0,0,0,0,0,0,0,0,0,1,8,18
3616,611 BT PANJANG RING RD Singapore,1.3834799999999998,103.76203,9,20,0,0,0,0,0,0,0,0,0,1,8,16
3635,627 SENJA RD Singapore,1.38523,103.75955,8,18,0,0,0,0,0,0,0,0,0,1,9,20
3678,626 SENJA RD Singapore,1.38517,103.75965,8,18,0,0,0,0,0,0,0,0,0,1,9,20
3701,608 SENJA RD Singapore,1.38268,103.76136,9,20,0,0,0,0,0,0,0,0,0,1,8,18
3707,182 JELEBU RD Singapore,1.38005,103.7634,8,17,0,0,0,0,0,0,0,0,0,1,8,16
3732,606 SENJA RD Singapore,1.38152,103.7616,8,18,0,0,0,0,0,0,0,0,0,1,8,18
3745,478 SEGAR RD Singapore,1.38944,103.77306,5,10,0,0,0,0,0,0,0,0,0,1,4,11
3757,470 SEGAR RD Singapore,1.38864,103.77325,5,10,0,0,0,0,0,0,0,0,0,1,4,11
3772,124 PENDING RD Singapore,1.37706,103.77098,6,14,0,0,0,0,0,0,0,0,1,1,7,14
3775,653 SENJA LINK Singapore,1.38677,103.76407,6,16,0,0,0,0,0,0,0,0,0,1,9,15
3783,135 CASHEW RD Singapore,1.37389,103.76896,6,14,0,0,0,0,0,0,0,0,1,1,5,15
3797,184 JELEBU RD Singapore,1.3797,103.76222,6,18,0,0,0,0,0,0,0,0,0,1,7,17
3814,183 JELEBU RD Singapore,1.38015,103.76284,7,18,0,0,0,0,0,0,0,0,0,1,8,17
3830,543 JELAPANG RD Singapore,1.3826200000000002,103.76419,8,18,0,0,0,0,0,0,0,0,0,1,9,15
3842,1 TOH YI DR Singapore,1.3394,103.77484,2,3,1,1,0,0,0,0,0,0,1,1,4,8
3852,5 FARRER RD Singapore,1.31686,103.80728,2,7,1,3,1,1,1,3,0,3,1,5,2,17
3857,34 UPP CROSS ST Singapore,1.28627,103.84246,1,6,0,0,0,0,0,0,0,0,7,13,9,39
3875,3 TG PAGAR PLAZA Singapore,1.27557,103.84259,1,3,0,0,0,0,0,0,0,0,5,11,8,23
3887,538 UPP CROSS ST Singapore,1.28526,103.84623,0,4,0,0,0,0,0,0,0,0,7,12,12,33
3894,532 UPP CROSS ST Singapore,1.28425,103.84558,1,4,0,0,0,0,0,0,0,0,8,11,13,31
3903,53 CHIN SWEE RD Singapore,1.28729,103.84101,2,9,0,0,0,0,0,0,0,0,6,13,9,38
3911,1A CANTONMENT RD Singapore,1.2765799999999998,103.8408,1,5,0,0,0,0,0,0,0,0,5,11,8,25
3949,1F CANTONMENT RD Singapore,1.27591,103.8409,1,5,0,0,0,0,0,0,0,0,4,11,7,24
3994,1C CANTONMENT RD Singapore,1.2765799999999998,103.8408,1,5,0,0,0,0,0,0,0,0,5,11,8,25
4038,1B CANTONMENT RD Singapore,1.2765799999999998,103.8408,1,5,0,0,0,0,0,0,0,0,5,11,8,25
4085,1E CANTONMENT RD Singapore,1.27657,103.8408,1,5,0,0,0,0,0,0,0,0,5,11,8,25
4132,5 TECK WHYE AVE Singapore,1.38192,103.75345,6,23,0,0,0,1,0,0,0,0,0,0,6,23
4146,15 TECK WHYE LANE Singapore,1.37891,103.75473,5,23,0,0,0,1,0,0,0,0,0,1,8,21
4155,459 CHOA CHU KANG AVE 4 Singapore,1.37799,103.73521,4,8,0,0,1,1,0,0,0,0,0,0,2,11
4160,206 CHOA CHU KANG CTRL Singapore,1.38084,103.74838,5,19,0,0,0,1,0,0,0,0,0,0,8,19
4166,690A CHOA CHU KANG CRES Singapore,1.40277,103.75174,3,8,0,0,0,0,0,0,0,0,0,0,3,6
4191,20 TECK WHYE LANE Singapore,1.37902,103.75328,5,25,0,0,0,1,0,0,0,0,0,0,6,18
4201,295 CHOA CHU KANG AVE 2 Singapore,1.3783299999999998,103.74088,5,14,0,0,1,1,0,0,0,0,0,0,6,11
4212,110 TECK WHYE LANE Singapore,1.3784,103.75215,4,24,0,0,0,1,0,0,0,0,0,0,7,18
4228,409 CHOA CHU KANG AVE 3 Singapore,1.38127,103.74179,6,14,0,0,1,1,0,0,0,0,0,0,6,13
4231,688A CHOA CHU KANG DR Singapore,1.40402,103.75015,3,7,0,0,0,0,0,0,0,0,0,0,3,6
4259,485A CHOA CHU KANG AVE 5 Singapore,1.37432,103.73832,4,11,0,0,1,1,0,0,0,0,0,0,4,12
4273,16 TECK WHYE LANE Singapore,1.3786200000000002,103.7548,4,23,0,0,0,1,0,0,0,0,0,1,8,21
4290,103 TECK WHYE LANE Singapore,1.3772799999999998,103.75356,4,25,0,0,0,1,0,0,0,0,0,0,6,17
4295,687A CHOA CHU KANG DR Singapore,1.40441,103.75025,3,7,0,0,0,0,0,0,0,0,0,0,3,6
4307,407 CHOA CHU KANG AVE 3 Singapore,1.38024,103.74067,5,13,0,0,1,1,0,0,0,0,0,0,5,12
4313,160 JLN TECK WHYE Singapore,1.38097,103.75651,5,25,0,0,0,1,0,0,0,0,0,1,9,22
4329,686C CHOA CHU KANG CRES Singapore,1.4045299999999998,103.74892,3,7,0,0,0,0,0,0,0,0,0,0,2,6
4342,670A CHOA CHU KANG CRES Singapore,1.403,103.74746,3,7,0,0,0,0,0,0,0,0,0,0,2,6
4358,114 TECK WHYE LANE Singapore,1.37839,103.75088,4,20,0,0,0,1,0,0,0,0,0,0,7,18
4374,238 CHOA CHU KANG CTRL Singapore,1.37933,103.74825,5,19,0,0,0,1,0,0,0,0,0,0,8,19
4376,202 CHOA CHU KANG AVE 1 Singapore,1.38199,103.74945,5,19,0,0,0,1,0,0,0,0,0,0,8,19
4384,296A CHOA CHU KANG AVE 2 Singapore,1.37731,103.74092,5,14,0,0,1,1,0,0,0,0,0,0,6,12
4397,616 CHOA CHU KANG ST 62 Singapore,1.39983,103.74476,5,7,0,0,0,0,0,0,0,0,0,0,3,7
4404,155 JLN TECK WHYE Singapore,1.37859,103.75721,5,22,0,0,0,0,0,0,0,0,0,1,9,22
4411,402 CHOA CHU KANG AVE 3 Singapore,1.37939,103.73941,5,12,0,0,1,1,0,0,0,0,0,0,5,11
4413,422 CHOA CHU KANG AVE 4 Singapore,1.38225,103.74082,6,13,0,0,1,1,0,0,0,0,0,0,4,13
4422,296 CHOA CHU KANG AVE 2 Singapore,1.37732,103.74094,5,14,0,0,1,1,0,0,0,0,0,0,6,12
4428,226 CHOA CHU KANG CTRL Singapore,1.38139,103.74517,6,18,0,0,1,1,0,0,0,0,0,0,8,17
4435,472 CHOA CHU KANG AVE 3 Singapore,1.3792799999999998,103.7373,4,11,0,0,1,1,0,0,0,0,0,0,3,11
4451,673 CHOA CHU KANG CRES Singapore,1.40144,103.74832,6,8,0,0,0,0,0,0,0,0,0,0,2,7
4461,410 CHOA CHU KANG AVE 3 Singapore,1.38078,103.74149,5,13,0,0,1,1,0,0,0,0,0,0,6,13
4470,406 CHOA CHU KANG AVE 3 Singapore,1.38007,103.74026,5,13,0,0,1,1,0,0,0,0,0,0,5,11
4482,788 CHOA CHU KANG NTH 6 Singapore,1.39567,103.74829,6,15,0,0,0,1,0,0,0,0,0,0,3,11
4491,631 CHOA CHU KANG NTH 6 Singapore,1.3968,103.74782,6,14,0,0,0,1,0,0,0,0,0,0,3,11
4492,641 CHOA CHU KANG ST 64 Singapore,1.39856,103.74984,6,12,0,0,0,0,0,0,0,0,0,0,2,9
4506,765 CHOA CHU KANG NTH 5 Singapore,1.39302,103.75001,5,18,0,0,0,1,0,0,0,0,0,0,3,15
4514,473 CHOA CHU KANG AVE 3 Singapore,1.37945,103.73838,5,12,0,0,1,1,0,0,0,0,0,0,4,11
4528,691B CHOA CHU KANG CRES Singapore,1.40171,103.7514,4,8,0,0,0,0,0,0,0,0,0,0,3,7
4552,14 TECK WHYE LANE Singapore,1.37856,103.75531,4,22,0,0,0,1,0,0,0,0,0,1,9,21
4559,689A CHOA CHU KANG DR Singapore,1.40323,103.75045,3,7,0,0,0,0,0,0,0,0,0,0,3,6
4572,760 CHOA CHU KANG NTH 5 Singapore,1.39297,103.74715,6,17,0,0,0,1,0,0,0,0,0,0,4,13
4577,102 TECK WHYE LANE Singapore,1.37724,103.75428,4,23,0,0,0,1,0,0,0,0,0,0,8,19
4586,509 CHOA CHU KANG ST 51 Singapore,1.38821,103.74174,6,15,0,0,1,1,0,0,0,0,0,0,3,12
4589,763 CHOA CHU KANG NTH 5 Singapore,1.39298,103.74829,6,18,0,0,0,1,0,0,0,0,0,0,4,14
4599,503 CHOA CHU KANG ST 51 Singapore,1.38859,103.7425,6,16,0,0,1,1,0,0,0,0,0,0,3,12
4608,474 CHOA CHU KANG AVE 3 Singapore,1.379,103.73867,5,12,0,0,1,1,0,0,0,0,0,0,5,11
4618,441 CHOA CHU KANG AVE 4 Singapore,1.3833,103.74003,6,14,0,0,1,1,0,0,0,0,0,0,4,12
4625,502 CHOA CHU KANG ST 51 Singapore,1.38913,103.74328,7,17,0,0,1,1,0,0,0,0,0,0,5,13
4628,471 CHOA CHU KANG AVE 3 Singapore,1.37873,103.73675,4,10,0,0,1,1,0,0,0,0,0,0,3,12
4643,282 CHOA CHU KANG AVE 3 Singapore,1.38053,103.74337,6,17,0,0,1,1,0,0,0,0,0,0,7,15
4650,287 CHOA CHU KANG AVE 2 Singapore,1.37908,103.74167,5,15,0,0,1,1,0,0,0,0,0,0,6,11
4660,690B CHOA CHU KANG CRES Singapore,1.40305,103.75183,3,8,0,0,0,0,0,0,0,0,0,0,3,6
4670,457 CHOA CHU KANG AVE 4 Singapore,1.37875,103.73635,4,10,0,0,1,1,0,0,0,0,0,0,3,12
4678,757 CHOA CHU KANG NTH 5 Singapore,1.39273,103.74606,6,17,0,0,0,1,0,0,0,0,0,0,4,12
4683,208 CHOA CHU KANG CTRL Singapore,1.38134,103.74804,5,19,0,0,0,1,0,0,0,0,0,0,8,19
4686,163 JLN TECK WHYE Singapore,1.38084,103.75684,6,22,0,0,0,0,0,0,0,0,0,1,9,21
4697,604 CHOA CHU KANG ST 62 Singapore,1.39798,103.74477,7,12,0,0,0,1,0,0,0,0,0,0,3,7
4702,513 WEST COAST RD Singapore,1.30836,103.7603,6,11,1,2,1,1,0,1,0,1,4,5,7,13
4710,346 CLEMENTI AVE 5 Singapore,1.31749,103.76996,6,13,1,2,0,1,1,3,0,2,2,5,8,18
4734,354 CLEMENTI AVE 2 Singapore,1.31441,103.77051,7,13,1,2,1,1,0,3,1,2,2,5,8,19
4744,515 WEST COAST RD Singapore,1.30816,103.75968,6,12,1,2,1,2,0,1,0,1,4,5,6,13
4753,703 WEST COAST RD Singapore,1.30686,103.76092,6,11,1,2,1,1,0,1,0,1,4,5,7,13
4777,602 CLEMENTI WEST ST 1 Singapore,1.30476,103.76582,4,12,1,2,1,1,0,2,1,2,2,5,6,14
4806,351 CLEMENTI AVE 2 Singapore,1.31554,103.77082,6,13,1,2,1,1,0,3,0,2,2,5,9,19
4829,429 CLEMENTI AVE 3 Singapore,1.31349,103.76283,7,11,2,2,1,1,1,1,0,1,4,5,7,15
4842,304 CLEMENTI AVE 4 Singapore,1.32105,103.76534,4,11,1,2,0,1,1,1,0,1,2,5,5,13
4852,307 CLEMENTI AVE 4 Singapore,1.32125,103.76697,4,12,1,2,0,1,1,2,0,1,2,5,7,13
4868,308 CLEMENTI AVE 4 Singapore,1.32125,103.76697,4,12,1,2,0,1,1,2,0,1,2,5,7,13
4885,374 CLEMENTI AVE 4 Singapore,1.31925,103.76679,4,11,1,2,0,1,1,2,0,1,2,5,7,15
4903,434 CLEMENTI AVE 3 Singapore,1.31438,103.76158,6,12,1,2,0,2,1,1,0,1,3,5,5,14
4917,729 CLEMENTI WEST ST 2 Singapore,1.30514,103.76362,4,12,1,2,1,1,0,2,1,2,4,5,7,11
4930,331 CLEMENTI AVE 2 Singapore,1.31438,103.7679,8,13,2,2,1,1,1,3,1,2,3,5,8,17
4939,511 WEST COAST DR Singapore,1.31053,103.76048,5,12,1,2,1,2,0,1,0,1,4,5,7,13
4952,318 CLEMENTI AVE 4 Singapore,1.31802,103.76493,4,11,1,2,0,1,1,1,0,1,4,5,8,15
4964,605 CLEMENTI WEST ST 1 Singapore,1.30515,103.7681,4,14,1,2,1,2,0,2,1,2,2,5,6,15
4975,342 CLEMENTI AVE 5 Singapore,1.31838,103.76957,5,12,1,2,0,1,1,2,0,1,2,5,8,17
4984,43 CIRCUIT RD Singapore,1.32636,103.8854,2,10,0,3,0,2,0,0,0,1,4,9,5,28
5000,109 ALJUNIED CRES Singapore,1.31961,103.88442,3,9,0,2,0,4,0,0,0,1,5,12,11,31
5022,82 MACPHERSON LANE Singapore,1.33249,103.88544,2,12,0,2,0,2,0,0,0,1,3,5,8,14
5030,58 CIRCUIT RD Singapore,1.32492,103.88687,3,11,0,2,0,1,0,0,0,1,4,11,5,31
5038,61 CIRCUIT RD Singapore,1.32566,103.88751,2,10,0,2,0,1,0,0,0,1,4,10,5,31
5055,20 BALAM RD Singapore,1.33099,103.88737,1,9,0,2,0,2,0,0,0,1,3,7,7,22
5066,93 PAYA LEBAR WAY Singapore,1.32293,103.88805,3,13,0,2,0,3,0,0,0,1,4,10,9,32
5085,25 EUNOS CRES Singapore,1.32359,103.9024,3,7,1,1,0,2,0,0,0,0,2,9,6,24
5103,23 BALAM RD Singapore,1.33081,103.88646,1,9,0,2,0,2,0,0,0,1,3,6,8,22
5119,21 EUNOS CRES Singapore,1.32407,103.90321,3,8,1,1,0,2,0,0,0,0,1,8,5,23
5126,9 HAIG RD Singapore,1.31428,103.89612,3,12,1,4,2,3,0,1,0,0,3,13,12,38
5138,16 EUNOS CRES Singapore,1.32283,103.90476,3,9,1,1,0,2,0,0,0,0,1,6,4,25
5153,102 ALJUNIED CRES Singapore,1.3197299999999998,103.88249,3,10,0,2,0,3,0,0,0,1,4,12,10,28
5165,31 BALAM RD Singapore,1.3299,103.88589,1,9,0,2,0,2,0,0,0,1,3,8,9,24
5176,126 GEYLANG EAST AVE 1 Singapore,1.31756,103.88736,3,10,1,3,0,3,0,0,0,0,4,14,12,33
5182,45 SIMS DR Singapore,1.31697,103.87835,2,9,0,3,0,3,0,1,0,2,2,12,11,29
5193,10 HAIG RD Singapore,1.31463,103.89594,3,11,1,3,2,3,0,0,0,0,3,13,12,38
5203,22 HAIG RD Singapore,1.31352,103.89488,4,11,2,3,3,3,0,0,0,0,3,13,12,39
5209,34 CASSIA CRES Singapore,1.30942,103.88439,5,9,2,3,1,4,0,1,0,1,3,11,10,28
5216,34 EUNOS CRES Singapore,1.32113,103.90095,3,10,1,2,0,2,0,0,0,0,3,9,9,30
5229,44 SIMS DR Singapore,1.31638,103.87691,2,10,0,2,0,2,0,1,0,2,3,12,10,32
5240,352 UBI AVE 1 Singapore,1.32543,103.89965,3,8,1,1,0,2,0,0,0,0,2,9,4,26
5249,11 EUNOS CRES Singapore,1.32155,103.90437,3,10,1,2,0,2,0,1,0,0,2,6,6,29
5259,11 HAIG RD Singapore,1.31484,103.89637,3,12,1,4,2,3,0,1,0,0,3,13,12,38
5269,67 CIRCUIT RD Singapore,1.32565,103.88791,2,10,0,2,0,1,0,0,0,1,4,9,5,29
5284,28 CASSIA CRES Singapore,1.30912,103.88364,5,9,2,3,1,4,0,1,0,1,3,10,10,28
5293,125 ALJUNIED RD Singapore,1.32303,103.88181,3,10,0,1,0,1,0,0,0,1,5,11,4,30
5303,123 PAYA LEBAR WAY Singapore,1.32273,103.88345,3,8,0,1,0,1,0,0,0,1,5,11,4,30
5312,6 HAIG RD Singapore,1.31304,103.89694,3,12,1,4,2,3,0,1,0,0,3,12,13,35
5317,5 PINE CL Singapore,1.30737,103.88241,3,8,2,3,1,4,1,1,1,1,3,9,10,25
5320,45 JLN TIGA Singapore,1.3088799999999998,103.88453,5,9,2,3,1,4,0,1,0,1,3,11,10,28
5334,22 HOUGANG AVE 3 Singapore,1.36448,103.8908,4,20,1,1,0,2,0,1,0,1,1,3,5,15
5353,2 HOUGANG AVE 3 Singapore,1.36326,103.89415,4,17,1,1,0,2,0,0,0,1,0,3,3,13
5382,530 HOUGANG AVE 6 Singapore,1.37539,103.89024,10,24,0,2,1,1,0,1,0,0,1,2,6,18
5385,307 HOUGANG AVE 5 Singapore,1.36644,103.89491,3,18,1,1,0,1,0,0,0,0,0,3,4,15
5394,121 HOUGANG AVE 1 Singapore,1.35359,103.88673,6,11,0,2,1,2,0,0,1,1,2,2,6,15
5397,309 HOUGANG AVE 5 Singapore,1.36644,103.89491,3,18,1,1,0,1,0,0,0,0,0,3,4,15
5413,317 HOUGANG AVE 7 Singapore,1.36513,103.89635,3,14,1,1,0,1,0,0,0,0,0,3,4,15
5421,242 HOUGANG ST 22 Singapore,1.35705,103.89163,4,13,0,1,1,2,0,0,1,1,2,2,5,12
5439,327 HOUGANG AVE 5 Singapore,1.3685,103.89639,5,17,1,1,0,1,0,0,0,0,0,3,4,17
5455,328 HOUGANG AVE 5 Singapore,1.3686,103.89643,5,17,1,1,0,1,0,0,0,0,0,3,4,17
5474,644 HOUGANG AVE 8 Singapore,1.37165,103.88125,9,19,0,1,1,1,1,1,0,0,1,4,5,18
5488,335 HOUGANG AVE 7 Singapore,1.36902,103.89888,4,16,1,1,0,1,0,0,0,0,0,3,4,14
5489,501 HOUGANG AVE 8 Singapore,1.37245,103.88683,7,22,0,2,1,1,0,1,0,0,1,2,7,20
5495,303 HOUGANG AVE 5 Singapore,1.36822,103.89457,5,18,1,1,0,1,0,0,0,0,0,3,4,17
5499,323 HOUGANG AVE 5 Singapore,1.36723,103.89762,4,15,1,1,0,1,0,0,0,0,0,3,4,14
5505,619 HOUGANG AVE 8 Singapore,1.36997,103.88401,8,20,0,1,1,1,0,1,0,0,1,3,4,19
5522,17 HOUGANG AVE 3 Singapore,1.36362,103.89097,3,19,1,1,0,2,0,0,0,1,1,3,5,14
5533,412 HOUGANG AVE 10 Singapore,1.37509,103.89565,9,23,1,2,0,1,0,0,0,0,0,1,7,17
5539,154 HOUGANG ST 11 Singapore,1.35239,103.87992,5,16,0,1,1,3,0,0,1,1,1,4,8,13
5557,301 HOUGANG AVE 5 Singapore,1.368,103.89421,5,18,1,1,0,1,0,0,0,0,0,3,4,16
5559,138 LOR AH SOO Singapore,1.35187,103.88472,6,14,0,2,1,3,0,0,1,1,2,2,6,15
5569,636 HOUGANG AVE 8 Singapore,1.37081,103.87934,6,18,0,1,1,1,1,1,0,0,1,4,7,17
5577,943 HOUGANG ST 92 Singapore,1.37368,103.88097,9,22,0,2,1,1,1,1,0,0,1,4,7,18
5588,690 HOUGANG ST 61 Singapore,1.37673,103.88559,8,24,0,2,1,1,0,1,0,0,1,2,6,22
5597,514 HOUGANG AVE 10 Singapore,1.3721299999999998,103.88938,10,21,1,2,1,1,0,1,0,0,1,2,6,21
5601,603 HOUGANG AVE 4 Singapore,1.3713799999999998,103.88599,8,21,0,2,1,1,0,1,0,0,1,3,7,19
5612,606 HOUGANG AVE 4 Singapore,1.37053,103.88593,9,20,1,1,1,1,0,1,0,0,1,3,7,20
5621,970 HOUGANG ST 91 Singapore,1.37856,103.88045,7,22,0,2,1,1,1,1,0,0,1,1,7,19
5633,566 HOUGANG ST 51 Singapore,1.38115,103.88873,9,29,1,2,0,1,0,1,0,0,1,1,6,21
