,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
64299,525 JELAPANG RD Singapore,1.38685,103.76511,6,16,0,0,0,0,0,0,0,0,0,1,9,15
64308,475 SEGAR RD Singapore,1.38871,103.77266,5,10,0,0,0,0,0,0,0,0,0,1,4,11
64318,233 PENDING RD Singapore,1.37649,103.77191,5,14,0,0,0,0,0,0,0,0,1,1,5,14
64321,155 GANGSA RD Singapore,1.3752799999999998,103.76481,5,17,0,0,0,0,0,0,0,0,1,1,5,18
64328,4 TOH YI DR Singapore,1.33871,103.77441,2,3,1,1,0,0,0,0,0,0,1,1,4,8
64339,536 UPP CROSS ST Singapore,1.28517,103.84617,0,4,0,0,0,0,0,0,0,0,8,12,12,33
64350,662 BUFFALO RD Singapore,1.30705,103.85036,4,8,0,1,0,0,0,0,0,0,3,10,10,33
64357,535 CHOA CHU KANG ST 51 Singapore,1.39163,103.74392,6,16,0,0,0,1,0,0,0,0,0,0,4,13
64380,105 TECK WHYE LANE Singapore,1.37746,103.753,4,24,0,0,0,1,0,0,0,0,0,0,7,18
64388,122 TECK WHYE LANE Singapore,1.37861,103.74976,5,18,0,0,0,1,0,0,0,0,0,0,8,18
64394,463 CHOA CHU KANG AVE 4 Singapore,1.37711,103.73531,4,8,0,0,1,1,0,0,0,0,0,0,2,11
64402,542 CHOA CHU KANG ST 52 Singapore,1.39344,103.74474,6,16,0,0,0,1,0,0,0,0,0,0,4,12
64408,442 CHOA CHU KANG AVE 4 Singapore,1.38078,103.73761,5,11,0,0,1,1,0,0,0,0,0,0,4,11
64416,352 CHOA CHU KANG CTRL Singapore,1.38297,103.74343,7,16,0,0,1,1,0,0,0,0,0,0,6,15
64421,460 CHOA CHU KANG AVE 4 Singapore,1.37783,103.73473,4,8,0,0,1,1,0,0,0,0,0,0,2,11
64429,447 CHOA CHU KANG AVE 4 Singapore,1.38076,103.73781,5,11,0,0,1,1,0,0,0,0,0,0,4,11
64441,485C CHOA CHU KANG AVE 5 Singapore,1.3749,103.73882,4,11,0,0,1,1,0,0,0,0,0,0,4,12
64447,676A CHOA CHU KANG CRES Singapore,1.40221,103.74663,5,7,0,0,0,0,0,0,0,0,0,0,2,7
64451,789 CHOA CHU KANG NTH 6 Singapore,1.39569,103.74902,6,15,0,0,0,1,0,0,0,0,0,0,3,11
64456,674A CHOA CHU KANG CRES Singapore,1.40178,103.74695,5,7,0,0,0,0,0,0,0,0,0,0,2,7
64458,554 CHOA CHU KANG NTH 6 Singapore,1.39609,103.74322,7,14,0,0,0,1,0,0,0,0,0,0,3,6
64459,561 CHOA CHU KANG NTH 6 Singapore,1.39621,103.74492,7,14,0,0,0,1,0,0,0,0,0,0,3,7
64464,442 CLEMENTI AVE 3 Singapore,1.31409,103.76431,7,11,2,2,1,1,1,1,0,1,4,5,7,15
64465,456 CLEMENTI AVE 3 Singapore,1.31216,103.7671,7,13,1,2,1,1,0,3,1,2,5,5,9,17
64471,441B CLEMENTI AVE 3 Singapore,1.3156,103.76414,7,11,2,2,1,1,1,1,0,1,4,5,9,15
64488,92A PIPIT RD Singapore,1.32291,103.88769,3,13,0,2,0,3,0,0,0,1,4,12,8,32
64490,120 GEYLANG EAST CTRL Singapore,1.31806,103.88508,3,8,1,2,0,3,0,0,0,0,4,12,10,30
64492,30 CASSIA CRES Singapore,1.30958,103.88336,4,9,1,3,0,4,0,1,0,1,4,11,10,28
64502,132 GEYLANG EAST AVE 1 Singapore,1.31631,103.88568,3,9,1,3,0,4,0,1,0,1,4,13,14,32
64509,108 HOUGANG AVE 1 Singapore,1.35302,103.89002,6,10,0,2,1,2,0,0,1,1,2,2,4,11
64516,314 HOUGANG AVE 5 Singapore,1.36459,103.89434,4,19,1,1,0,2,0,0,0,1,0,3,4,15
64522,352 HOUGANG AVE 7 Singapore,1.37193,103.89896,5,19,1,1,0,1,0,0,0,0,0,1,4,12
64529,531 HOUGANG AVE 6 Singapore,1.37565,103.89044,10,24,0,2,1,1,0,1,0,0,1,2,6,18
64535,516 HOUGANG AVE 10 Singapore,1.37259,103.88902,10,22,1,2,1,1,0,1,0,0,1,2,6,22
64546,922 HOUGANG ST 91 Singapore,1.37661,103.88355,8,23,0,2,1,1,0,1,0,0,1,2,6,21
64551,964 HOUGANG AVE 9 Singapore,1.37754,103.87763,7,17,0,1,1,1,1,1,0,0,1,3,6,18
64559,464 UPP SERANGOON RD Singapore,1.37236,103.89606,7,21,1,2,0,1,0,0,0,0,0,2,3,16
64566,230 HOUGANG AVE 1 Singapore,1.35858,103.88823,4,15,0,1,1,2,0,0,1,1,2,3,5,14
64571,34 TEBAN GDNS RD Singapore,1.3198,103.7421,1,3,0,0,1,1,0,0,0,0,1,1,2,23
64583,315 JURONG EAST ST 32 Singapore,1.34647,103.73272,5,14,0,0,0,0,0,0,0,0,2,4,4,23
64589,329 JURONG EAST AVE 1 Singapore,1.35037,103.72981,6,14,0,0,0,0,0,0,0,0,1,5,3,14
64597,237 JURONG EAST ST 21 Singapore,1.34073,103.74135,5,12,0,0,0,0,0,0,0,0,1,2,12,22
64600,24 TEBAN GDNS RD Singapore,1.32329,103.73781,1,3,0,0,1,1,0,0,0,0,1,1,9,24
64603,62 TEBAN GDNS RD Singapore,1.32175,103.73916,1,3,0,0,1,1,0,0,0,0,1,1,8,23
64609,275 TOH GUAN RD Singapore,1.34101,103.74773,4,12,0,0,0,0,0,0,0,0,0,2,9,23
64617,209 JURONG EAST ST 21 Singapore,1.33802,103.74003,3,11,0,0,0,0,0,0,0,0,1,3,9,22
64621,990A JURONG WEST ST 93 Singapore,1.33529,103.69527,5,11,0,1,0,1,0,0,0,1,1,1,4,11
64627,494 JURONG WEST ST 41 Singapore,1.34943,103.72506,8,16,0,1,0,1,0,0,0,1,2,5,5,14
64630,213 BOON LAY PL Singapore,1.3494700000000002,103.7133,5,16,1,1,1,1,0,0,1,1,2,4,4,12
64639,432 JURONG WEST ST 42 Singapore,1.35271,103.72392,6,14,0,1,0,1,0,0,0,1,1,4,5,9
64651,447 JURONG WEST ST 42 Singapore,1.35212,103.72027,6,12,0,1,0,1,0,0,0,1,1,4,5,9
64658,724 JURONG WEST ST 72 Singapore,1.34546,103.69839,6,14,0,1,0,1,0,0,0,1,1,2,4,11
64662,732 JURONG WEST ST 73 Singapore,1.34612,103.69979,6,14,0,1,0,1,0,0,0,1,1,2,4,12
64673,721 JURONG WEST AVE 5 Singapore,1.34418,103.69754,6,14,0,1,0,1,0,0,0,1,1,2,4,11
64685,978 JURONG WEST ST 93 Singapore,1.3404,103.69393,8,13,0,1,0,1,0,0,0,1,1,1,3,11
64690,856 JURONG WEST ST 81 Singapore,1.34717,103.69643,6,14,0,1,0,1,0,0,0,1,1,2,4,12
64694,420 JURONG WEST ST 42 Singapore,1.35038,103.72715,6,15,0,0,0,0,0,0,0,0,2,5,4,15
64701,357 YUNG AN RD Singapore,1.33702,103.72081,3,13,0,1,0,1,0,0,0,1,1,4,2,19
64706,442 JURONG WEST AVE 1 Singapore,1.3514,103.71935,5,13,0,1,0,1,0,0,0,1,2,4,6,11
64709,703 JURONG WEST ST 71 Singapore,1.34173,103.69554,9,14,0,1,0,1,0,0,0,1,1,2,4,12
64722,266 BOON LAY DR Singapore,1.34629,103.70646,7,17,1,1,1,1,0,0,1,1,1,3,6,15
64726,850 JURONG WEST ST 81 Singapore,1.34631,103.69205,6,13,0,1,0,1,0,0,0,1,1,1,4,11
64733,348 KANG CHING RD Singapore,1.34025,103.71979,6,14,0,1,0,1,0,0,0,1,2,4,2,13
64745,559 JURONG WEST ST 42 Singapore,1.35433,103.71845,4,13,0,1,0,1,0,0,0,1,1,3,5,9
64749,988C JURONG WEST ST 93 Singapore,1.33578,103.69592,4,11,0,1,0,1,0,0,0,1,1,1,4,11
64760,630 JURONG WEST ST 65 Singapore,1.34291,103.70018,8,14,1,1,1,1,0,0,1,1,1,2,7,11
64772,761 JURONG WEST ST 74 Singapore,1.3491799999999998,103.6997,6,14,0,1,0,1,0,0,0,1,1,2,3,12
64774,606 JURONG WEST ST 65 Singapore,1.3378,103.69939,5,14,0,1,0,1,0,0,0,1,1,2,7,12
64779,160 YUNG PING RD Singapore,1.32939,103.72128,1,7,0,0,0,0,0,0,0,0,1,2,3,17
64781,33 JLN BAHAGIA Singapore,1.32677,103.85854,7,15,2,2,0,2,0,0,0,1,4,12,6,28
64792,34 JLN BAHAGIA Singapore,1.3272700000000002,103.85749,5,15,2,2,0,2,0,0,0,1,3,11,7,26
64805,95 GEYLANG BAHRU Singapore,1.32316,103.87097,2,12,0,2,0,1,0,0,0,1,3,10,3,28
64811,83 WHAMPOA DR Singapore,1.32371,103.85693,4,13,1,2,0,1,0,0,0,0,3,12,7,33
64817,38C BENDEMEER RD Singapore,1.3213,103.86666,2,12,0,2,0,1,0,0,0,1,3,10,4,29
64834,112 WHAMPOA RD Singapore,1.32641,103.85697,4,14,2,2,0,1,0,0,0,0,3,11,7,26
64841,48 BENDEMEER RD Singapore,1.31521,103.86127,3,9,1,1,0,0,0,0,0,0,1,11,11,27
64845,28 MARINE CRES Singapore,1.30325,103.91346,5,8,1,1,1,3,1,2,0,1,2,3,9,21
64853,234 PASIR RIS DR 4 Singapore,1.37359,103.96179,6,10,0,0,0,1,0,0,0,0,0,1,5,9
64865,481 PASIR RIS DR 4 Singapore,1.37411,103.95891,6,11,0,0,0,1,0,0,0,0,1,1,3,10
64874,225 PASIR RIS ST 21 Singapore,1.37132,103.96099,6,12,0,0,0,2,0,0,0,0,0,1,4,10
64876,754 PASIR RIS ST 71 Singapore,1.37708,103.93402,2,4,0,0,0,0,0,0,0,0,0,1,4,6
64889,485 PASIR RIS DR 4 Singapore,1.3743,103.96066,6,9,0,0,0,1,0,0,0,0,0,1,5,9
64891,555 PASIR RIS ST 51 Singapore,1.36841,103.95214,7,17,0,0,1,2,0,0,0,0,1,1,5,17
64899,156 PASIR RIS ST 13 Singapore,1.36386,103.96297,5,16,0,0,1,2,0,0,0,0,0,1,4,12
64901,224 PASIR RIS ST 21 Singapore,1.37063,103.96127,6,13,0,0,0,2,0,0,0,0,0,1,4,10
64906,466 PASIR RIS ST 41 Singapore,1.37332,103.95842,6,11,0,0,0,1,0,0,0,0,1,1,5,10
64915,535 PASIR RIS DR 1 Singapore,1.37071,103.95032,5,16,0,0,0,2,0,0,0,0,1,1,4,15
64919,508 PASIR RIS ST 52 Singapore,1.37619,103.9445,2,9,0,0,0,0,0,0,0,0,1,1,4,10
64922,780 PASIR RIS ST 71 Singapore,1.3736700000000002,103.93796,3,7,0,1,0,0,0,0,0,0,0,1,4,7
64927,711 PASIR RIS ST 72 Singapore,1.38186,103.93806,2,3,0,0,0,0,0,0,0,0,0,1,3,7
64934,546 PASIR RIS ST 51 Singapore,1.3687200000000002,103.95251,7,16,0,0,1,2,0,0,0,0,1,1,5,17
64937,581 PASIR RIS ST 53 Singapore,1.37477,103.94667,4,13,0,0,0,1,0,0,0,0,1,1,4,10
64939,637D PUNGGOL DR Singapore,1.39895,103.91524,8,15,0,0,0,0,0,0,0,0,0,0,10,13
64947,601D PUNGGOL CTRL Singapore,1.40319,103.90772,9,18,0,0,0,0,0,0,0,0,0,0,9,19
64973,161A PUNGGOL CTRL Singapore,1.39599,103.91552,7,17,0,0,0,0,0,0,0,0,0,0,8,14
64982,195E PUNGGOL RD Singapore,1.40169,103.90701,11,19,0,0,0,0,0,0,0,0,0,0,8,20
64995,604B PUNGGOL RD Singapore,1.40416,103.90714,8,18,0,0,0,0,0,0,0,0,0,0,8,20
65016,601A PUNGGOL CTRL Singapore,1.40245,103.90733,10,18,0,0,0,0,0,0,0,0,0,0,8,19
65046,603A PUNGGOL RD Singapore,1.40369,103.9083,8,18,0,0,0,0,0,0,0,0,0,0,10,18
65069,306A PUNGGOL PL Singapore,1.40621,103.90568,7,17,0,0,0,0,0,0,0,0,0,0,9,21
65091,172C EDGEDALE PLAINS Singapore,1.3958700000000002,103.91155,9,18,0,0,0,0,0,0,0,0,0,0,9,18
65109,648 PUNGGOL CTRL Singapore,1.3978,103.91499,8,17,0,0,0,0,0,0,0,0,0,0,9,13
65126,185 EDGEFIELD PLAINS Singapore,1.39815,103.91029,11,19,0,0,0,0,0,0,0,0,0,0,11,19
65139,91 C'WEALTH DR Singapore,1.30616,103.79999,2,7,0,1,0,2,0,1,0,0,5,8,6,18
65146,167 STIRLING RD Singapore,1.28987,103.80262,1,8,0,0,0,1,0,0,0,0,3,12,7,18
65156,44 STIRLING RD Singapore,1.2977,103.80257,3,8,0,0,0,1,0,0,0,0,3,8,4,20
65157,22 QUEEN'S CL Singapore,1.2935,103.79974,3,9,0,0,0,2,0,0,0,0,4,7,4,22
65160,14 DOVER CL EAST Singapore,1.30529,103.78535,3,10,0,1,1,2,1,2,1,2,2,7,8,21
65164,406 SEMBAWANG DR Singapore,1.45318,103.8167,6,10,0,0,0,0,0,0,0,0,0,0,9,17
65179,350A CANBERRA RD Singapore,1.45072,103.82053,7,8,0,0,0,0,0,0,0,0,0,0,7,16
65188,227C COMPASSVALE DR Singapore,1.3869,103.9013,8,28,0,1,0,0,0,0,0,0,0,0,7,20
65196,443A FERNVALE RD Singapore,1.39157,103.87376,4,10,0,1,0,0,0,0,0,0,0,0,5,12
65225,290C COMPASSVALE CRES Singapore,1.39652,103.89695,9,26,0,1,0,0,0,0,0,0,0,0,9,24
65228,132 RIVERVALE ST Singapore,1.38979,103.90341,8,28,0,1,0,0,0,0,0,0,0,0,5,23
65238,146 RIVERVALE DR Singapore,1.3898,103.90642,8,26,0,1,0,0,0,0,0,0,0,0,4,22
65248,255 COMPASSVALE RD Singapore,1.39414,103.89948,10,26,0,1,0,0,0,0,0,0,0,0,5,24
65252,405C FERNVALE LANE Singapore,1.3892799999999998,103.87327,3,11,0,1,0,0,0,1,0,0,0,1,5,12
65262,117B RIVERVALE DR Singapore,1.38331,103.90215,7,26,0,1,0,0,0,0,0,0,0,0,4,14
65266,203D COMPASSVALE RD Singapore,1.38723,103.89576,10,28,1,1,0,0,0,0,0,0,0,1,7,22
65279,320C ANCHORVALE DR Singapore,1.39146,103.89141,8,27,1,1,0,0,0,0,0,0,0,0,6,18
65283,110 SERANGOON NTH AVE 1 Singapore,1.36934,103.87117,3,11,0,0,0,1,1,1,0,0,2,7,4,16
65286,214 SERANGOON AVE 4 Singapore,1.35734,103.87351,2,19,0,1,0,4,0,1,0,1,1,4,5,14
65291,237 SERANGOON AVE 3 Singapore,1.35418,103.87001,6,17,0,1,1,3,0,0,0,1,0,4,4,11
65301,522 SERANGOON NTH AVE 4 Singapore,1.37238,103.87306,3,14,0,0,0,1,1,1,0,0,0,4,5,14
65308,235 SERANGOON AVE 3 Singapore,1.35491,103.86997,5,17,0,1,1,3,0,0,0,1,0,4,4,11
65311,148 SERANGOON NTH AVE 1 Singapore,1.36844,103.87355,3,13,0,0,0,1,1,1,0,0,2,5,4,18
65316,228 TAMPINES ST 23 Singapore,1.35559,103.95445,10,21,0,0,2,2,0,0,0,0,0,3,7,21
65321,151 SIMEI ST 1 Singapore,1.34556,103.95713,7,14,0,0,1,2,0,0,0,0,0,1,4,20
65331,357 TAMPINES ST 33 Singapore,1.35417,103.96177,4,14,0,0,2,2,0,0,0,0,0,0,4,14
65337,488B TAMPINES ST 45 Singapore,1.36031,103.95711,8,19,0,0,2,2,0,0,0,0,0,1,6,21
65342,899A TAMPINES ST 81 Singapore,1.34641,103.9352,5,23,0,3,0,2,1,1,0,0,1,5,4,22
65350,131 SIMEI ST 1 Singapore,1.34565,103.95387,5,18,0,0,0,3,0,0,0,0,0,2,6,21
65354,222 SIMEI ST 4 Singapore,1.34168,103.95692,3,15,0,0,0,2,0,0,0,0,0,1,2,18
65360,450G TAMPINES ST 42 Singapore,1.35822,103.95283,8,24,0,1,2,2,0,0,0,0,0,3,7,21
65364,855 TAMPINES ST 83 Singapore,1.3533,103.93544,6,14,1,1,0,0,1,1,0,0,1,2,10,16
65374,345 TAMPINES ST 33 Singapore,1.35144,103.96264,3,14,0,0,1,2,0,0,0,0,0,0,1,16
65378,491E TAMPINES ST 45 Singapore,1.3624,103.95496,8,20,0,0,2,2,0,0,0,0,0,2,3,21
65381,498M TAMPINES ST 45 Singapore,1.36178,103.95762,5,18,0,0,2,2,0,0,0,0,0,1,6,20
65385,708 TAMPINES ST 71 Singapore,1.35821,103.93668,4,16,1,1,0,0,1,1,0,0,1,2,3,20
65389,165 TAMPINES ST 12 Singapore,1.34909,103.94612,9,22,0,1,0,3,0,1,0,0,2,2,12,23
65394,230E TAMPINES ST 24 Singapore,1.35609,103.95125,8,23,0,1,2,2,0,1,0,0,0,3,13,23
65396,895A TAMPINES ST 81 Singapore,1.34774,103.93238,5,17,0,2,0,1,1,1,0,0,0,5,5,22
65402,330 TAMPINES ST 32 Singapore,1.35336,103.95932,6,17,0,0,2,2,0,0,0,0,0,1,4,18
65406,941 TAMPINES AVE 5 Singapore,1.34964,103.94067,6,22,0,2,0,2,1,1,0,0,2,3,12,21
65412,892A TAMPINES AVE 8 Singapore,1.34902,103.92953,4,13,0,2,0,0,1,1,0,0,0,4,5,18
65418,116 LOR 2 TOA PAYOH Singapore,1.34064,103.84613,8,14,0,2,1,2,1,2,1,2,5,7,5,16
65439,213 LOR 8 TOA PAYOH Singapore,1.34083,103.85449,7,19,1,2,0,3,0,2,0,2,5,8,4,18
65446,13 JOO SENG RD Singapore,1.33564,103.87923,4,14,1,1,2,4,0,0,1,2,0,5,5,17
65449,208 TOA PAYOH NTH Singapore,1.34195,103.84556,6,14,0,2,0,2,1,2,1,2,2,7,5,16
65454,82 LOR 4 TOA PAYOH Singapore,1.3362,103.84848,6,15,0,2,1,1,0,1,0,1,6,8,6,20
65460,153 LOR 2 TOA PAYOH Singapore,1.33354,103.84602,3,15,0,2,1,1,0,1,0,1,4,9,6,22
65465,146 LOR 2 TOA PAYOH Singapore,1.3349,103.84637,4,15,0,2,1,1,0,1,0,1,4,8,6,21
65479,121 LOR 2 TOA PAYOH Singapore,1.3392700000000002,103.84608,8,14,0,2,1,2,1,2,1,2,5,8,5,16
65488,142 LOR 2 TOA PAYOH Singapore,1.33554,103.84475,4,13,0,1,1,1,0,1,0,1,4,9,6,19
65494,212 MARSILING CRES Singapore,1.44616,103.77355,1,7,0,0,0,0,0,0,0,0,1,2,0,7
65499,140 MARSILING RD Singapore,1.43773,103.77684,5,13,0,0,0,0,0,0,0,0,2,2,3,9
65501,537 WOODLANDS DR 16 Singapore,1.43012,103.79253,8,19,0,0,0,0,0,0,0,0,0,2,5,15
65511,755 WOODLANDS AVE 4 Singapore,1.44525,103.79298,6,16,0,0,0,0,0,0,0,0,0,3,9,23
65523,739 WOODLANDS CIRCLE Singapore,1.44465,103.79722,7,16,0,0,0,0,0,0,0,0,1,1,12,23
65535,846 WOODLANDS AVE 4 Singapore,1.44323,103.79346,6,18,0,0,0,0,0,0,0,0,1,3,10,23
65541,683B WOODLANDS DR 62 Singapore,1.44109,103.80298,9,19,0,0,0,0,0,0,0,0,1,1,9,23
65546,368 WOODLANDS AVE 1 Singapore,1.43311,103.78652,7,19,0,0,0,0,0,0,0,0,1,3,6,16
65554,661 WOODLANDS RING RD Singapore,1.43548,103.79847,9,18,0,0,0,0,0,0,0,0,1,1,7,20
65564,690A WOODLANDS DR 75 Singapore,1.44265,103.80852,6,16,0,0,0,0,0,0,0,0,1,1,6,22
65577,169 WOODLANDS ST 11 Singapore,1.43316,103.77631,5,12,0,0,0,0,0,0,0,0,1,2,4,10
65585,111 WOODLANDS ST 13 Singapore,1.43773,103.78201,7,17,0,0,0,0,0,0,0,0,2,2,4,14
65591,835 WOODLANDS ST 83 Singapore,1.4402700000000002,103.79103,7,22,0,0,0,0,0,0,0,0,0,3,5,23
65595,744 YISHUN ST 72 Singapore,1.42908,103.83387,7,18,0,0,1,1,0,0,0,0,1,2,13,24
65598,203 YISHUN ST 21 Singapore,1.43089,103.83665,10,18,0,0,1,1,0,0,0,0,1,2,12,24
65609,124 YISHUN ST 11 Singapore,1.43467,103.83087,7,16,0,0,1,1,0,0,0,0,1,2,8,20
65627,393 YISHUN AVE 6 Singapore,1.42836,103.8486,3,13,0,0,0,1,0,0,0,0,1,1,4,19
65642,830 YISHUN ST 81 Singapore,1.41409,103.83387,5,10,0,0,0,0,0,0,0,0,0,1,6,17
65650,358 YISHUN RING RD Singapore,1.42686,103.84582,4,16,0,0,0,1,0,0,0,0,1,1,6,22
65654,643 YISHUN ST 61 Singapore,1.42147,103.83791,7,18,0,0,0,1,0,0,0,0,1,2,13,22
65665,422 ANG MO KIO AVE 3 Singapore,1.36808,103.85146,5,15,0,1,1,2,0,1,0,1,5,11,7,15
65675,637 ANG MO KIO AVE 6 Singapore,1.38055,103.84242,4,12,0,1,0,2,0,0,0,1,2,8,1,11
65690,304 ANG MO KIO AVE 1 Singapore,1.36588,103.84524,4,16,0,3,0,3,0,1,0,2,4,11,9,19
65697,436 ANG MO KIO AVE 10 Singapore,1.36714,103.85401,5,16,0,1,1,2,0,1,0,1,5,10,6,16
65703,173 ANG MO KIO AVE 4 Singapore,1.37556,103.83635,5,13,1,2,1,2,0,0,1,1,3,7,4,10
65712,402 ANG MO KIO AVE 10 Singapore,1.36095,103.85498,3,19,0,1,0,2,0,1,0,1,3,9,3,16
65719,551 ANG MO KIO AVE 10 Singapore,1.37425,103.8587,2,12,0,0,1,1,0,1,0,0,2,7,3,13
65729,311 ANG MO KIO AVE 3 Singapore,1.36658,103.84838,6,17,0,3,1,3,0,1,0,2,6,9,8,18
65731,416 BEDOK NTH AVE 2 Singapore,1.32886,103.93036,5,16,1,2,0,2,0,0,0,1,4,8,11,25
65739,402 BEDOK NTH AVE 3 Singapore,1.33036,103.93374,8,16,2,2,1,2,0,0,0,1,5,7,8,22
65749,88 BEDOK NTH ST 4 Singapore,1.33292,103.93904,8,22,2,2,2,2,0,1,0,1,4,8,6,24
65754,617 BEDOK RESERVOIR RD Singapore,1.33275,103.91645,3,12,0,2,0,0,0,0,0,0,2,6,6,19
65761,102 BEDOK RESERVOIR RD Singapore,1.32837,103.90914,4,8,1,1,0,0,0,0,0,0,1,4,4,20
65767,121 BEDOK RESERVOIR RD Singapore,1.33111,103.91001,2,7,0,1,0,0,0,0,0,0,1,3,6,16
65778,79 BEDOK NTH RD Singapore,1.32789,103.94067,8,17,2,2,2,3,0,0,0,1,4,8,6,20
65790,624 BEDOK RESERVOIR RD Singapore,1.33436,103.91658,3,12,0,2,0,0,0,0,0,0,2,4,6,18
65792,110 BEDOK RESERVOIR RD Singapore,1.33,103.91052,2,9,0,1,0,0,0,0,0,0,1,3,5,17
65800,112 BEDOK RESERVOIR RD Singapore,1.32992,103.91053,2,9,0,1,0,0,0,0,0,0,1,3,5,17
65808,771 BEDOK RESERVOIR VIEW Singapore,1.33574,103.9388,6,22,2,2,2,2,0,1,0,1,2,9,5,28
65824,764 BEDOK RESERVOIR VIEW Singapore,1.3358,103.93558,8,22,2,2,2,2,0,1,0,1,3,9,4,23
65831,53 NEW UPP CHANGI RD Singapore,1.3244,103.94201,6,14,1,2,1,3,0,0,1,1,3,7,8,17
65840,137 BEDOK NTH AVE 3 Singapore,1.32861,103.9356,9,18,2,2,2,3,0,0,0,1,6,7,10,23
65846,621 BEDOK RESERVOIR RD Singapore,1.3343,103.91685,3,12,0,2,0,0,0,0,0,0,2,5,7,18
65851,9 BEDOK STH AVE 2 Singapore,1.32297,103.93668,5,18,0,2,0,4,0,1,1,2,4,8,8,23
65856,137 BEDOK RESERVOIR RD Singapore,1.33362,103.91309,2,9,0,1,0,0,0,0,0,0,1,4,3,15
65864,719 BEDOK RESERVOIR RD Singapore,1.33618,103.9245,3,13,0,1,0,1,0,1,0,0,2,6,5,21
65870,642 BEDOK RESERVOIR RD Singapore,1.33133,103.90544,4,7,1,1,0,0,0,0,0,0,1,3,4,14
65872,661 JLN DAMAI Singapore,1.33449,103.90813,1,6,0,1,0,0,0,0,0,0,1,3,5,14
65879,149 BISHAN ST 11 Singapore,1.34407,103.85548,7,21,0,2,0,3,0,2,0,2,4,6,5,17
65883,259 BISHAN ST 22 Singapore,1.35981,103.84221,3,19,1,3,1,3,1,2,1,3,3,9,5,18
65889,255 BISHAN ST 22 Singapore,1.36149,103.84269,4,19,1,3,1,3,1,2,1,3,3,10,7,19
65896,135 BISHAN ST 12 Singapore,1.34455,103.85113,7,17,0,2,0,2,0,2,0,2,4,7,6,15
65904,181 BISHAN ST 13 Singapore,1.34904,103.85317,6,19,0,2,0,2,0,2,0,2,1,9,4,16
65922,292 BISHAN ST 22 Singapore,1.35599,103.8459,3,18,1,2,1,1,1,2,1,2,1,10,6,17
65930,242 BISHAN ST 22 Singapore,1.36114,103.84482,4,20,1,3,1,3,1,2,1,3,3,9,5,18
65936,253 BISHAN ST 22 Singapore,1.36207,103.84306,5,19,1,3,1,3,1,2,1,3,3,10,8,19
65939,229 BISHAN ST 23 Singapore,1.35751,103.84584,3,17,1,2,1,2,1,2,1,2,1,8,5,18
65947,303 SHUNFU RD Singapore,1.34961,103.83866,3,14,1,2,1,2,2,2,2,2,1,6,1,12
65954,154 BT BATOK ST 11 Singapore,1.34785,103.74411,5,18,0,0,0,0,0,0,0,0,1,2,7,26
65956,323 BT BATOK ST 33 Singapore,1.36141,103.74801,4,12,0,0,0,0,0,0,0,0,0,0,5,19
65963,184 BT BATOK WEST AVE 8 Singapore,1.34617,103.74369,5,16,0,0,0,0,0,0,0,0,1,2,7,25
65965,201 BT BATOK ST 21 Singapore,1.34628,103.74781,8,15,0,0,0,0,0,0,0,0,0,2,6,25
65971,366 BT BATOK ST 31 Singapore,1.36047,103.74893,6,11,0,0,0,0,0,0,0,0,0,0,6,18
65977,512 BT BATOK ST 52 Singapore,1.35405,103.75265,5,14,0,0,0,0,0,0,0,0,0,0,8,20
65987,2 JLN BT HO SWEE Singapore,1.28709,103.83188,5,11,0,0,0,1,0,0,0,0,5,19,9,33
66000,137 JLN BT MERAH Singapore,1.27827,103.82729,4,11,0,0,0,1,0,0,0,0,5,16,7,26
66006,38 TELOK BLANGAH RISE Singapore,1.27205,103.82231,3,8,0,0,0,0,0,0,0,0,3,12,3,16
66009,26 TIONG BAHRU RD Singapore,1.28594,103.83078,4,12,0,0,0,1,0,0,0,0,6,18,11,32
66011,20 TIONG BAHRU RD Singapore,1.286,103.83211,4,11,0,0,0,1,0,0,0,0,6,19,11,33
66013,127A KIM TIAN RD Singapore,1.28176,103.82988,4,12,0,0,0,1,0,0,0,0,5,18,8,30
66034,68 TELOK BLANGAH HTS Singapore,1.2758,103.81033,1,8,0,0,0,0,0,0,0,0,3,11,2,18
66040,49 HOY FATT RD Singapore,1.28766,103.81188,4,13,0,0,1,1,0,0,0,0,5,13,9,23
66045,73 TELOK BLANGAH HTS Singapore,1.2759,103.80901,1,5,0,0,0,0,0,0,0,0,2,12,4,18
66053,229 PENDING RD Singapore,1.3751,103.77157,6,13,0,0,0,0,0,0,0,0,1,1,4,14
66062,469 SEGAR RD Singapore,1.38781,103.77353,5,10,0,0,0,0,0,0,0,0,0,1,5,11
66071,481 SEGAR RD Singapore,1.38959,103.77198,5,11,0,0,0,0,0,0,0,0,0,1,4,11
66077,531 JELAPANG RD Singapore,1.38589,103.76411,6,17,0,0,0,0,0,0,0,0,0,1,9,15
66082,210 PETIR RD Singapore,1.3744,103.77618,3,10,0,0,0,0,0,0,0,0,1,1,2,12
